P56524,P41182,Q0EFA5,P19526
P41182,Q9UQL6,P19526
Q8WUI4,P41182,Q0EFA5,P19526
Q92831,P19526,Q9Y6Q9,Q09472,Q92793
Q92902,Q9NQG7,Q0EFA5,P19526
Q86YV9,Q0EFA5,Q969F9,P19526,Q9UPZ3
Q96NY9,Q92903
Q06323,O15178,Q04671,Q9UL46
Q04671,Q92542,Q9NZ42,O15178,Q96BI3,P49768
P20339,Q9UJ41,Q15276
P27361,P56524,Q0EFA5,P19526
P56524,P28482,Q0EFA5,P19526,P28072
Q9Y587,O15178,O00189,Q9UPM8,Q9Y6B7
Q04671,Q0EFA5,O43502,O15315,P28074,O43543,O75771
Q92878,P19526,O15178,P49959,P28074
Q9NSC5,P48995,Q14573,P19526
P62877,P63208,Q8N3Y1,Q14999
Q04671,Q0EFA5,Q00597,O15287,Q9NPI8,O15360,P19526,O15178
P19338,P10747
Q9BXJ9,P13010,P12956
Q04671,P04637,Q0EFA5,P19526,Q00987,P28072,O15178,Q09472
Q16576,Q0EFA5,Q12830,Q09028,P19526,P28370
Q04671,P37287,Q9BRB3,Q92535,Q14442
P36941,Q06643,O15178,P01374
Q04671,Q99436,Q8NBT2,Q9BZD4,Q9HBM1,O14777
Q9HB75,P78560,P42575
Q02577,P25791,Q9BXY8,Q86U70
O00213,Q07954,P05067
Q04671,P29084,P19526,P29083,O15178
Q04671,P19526,O15178,P35269,P13984
Q9BUN8,P57678,Q86TM6
Q04671,Q15477,O60216,Q0EFA5,Q8WVM7,Q9UQE7,Q14683
Q04671,Q15477,O60216,Q0EFA5,Q9UQE7,Q8N3U4,Q14683
P42566,Q0EFA5,O14964,O75886
Q92783,P42566,Q0EFA5,O14964
Q92878,P19526,O15178,P49959,O60934,P28074
Q04671,Q15477,P62136,Q96QC0,O15178
Q04671,Q13257,Q0EFA5,O43684,Q99436,O15178,Q12834,O60566
Q04671,Q15477,P38398,Q0EFA5,Q99728,P19526,O15178,P28074
Q04671,P18887,O15178,P49917,P28074
Q04671,P62877,Q0EFA5,Q86VP6,Q13616
O15178,Q7Z6Z7,Q8N726,P06748
P62877,Q13617,Q0EFA5,Q86VP6
Q13618,P62877,Q0EFA5,Q86VP6
Q86VP6,P62877,Q0EFA5,Q13619
P62877,Q13620,Q0EFA5,Q86VP6
Q13616,Q13309,P63208
Q04671,Q0EFA5,P63208,Q13616,Q9Y297
Q9NRG0,Q0EFA5,O60264,Q9NRF9,Q9NRL2
Q04671,Q0EFA5,P19526,O60264,Q9UIG0
Q99708,Q9GZX5,P38398
Q04671,Q15477,P38398,Q0EFA5,O15178,P28074,Q9BX63
P14635,P06493,Q15311
Q15477,P54132,P40692,Q13472,Q9H9A7
Q9BWT6,Q9P2W1
Q04671,Q15477,Q0EFA5,O43502,O15315,O15178,P28074
Q04671,Q0EFA5,O43543,O75771,P28074
Q15477,Q8WXE1,Q13535,P19526,O15178,P28074
Q15477,Q99638,O60921,O15178,O60671
Q04671,P35249,Q0EFA5,P19526,P40937,O15178,P35250
P54277,Q04671,P40692,P12004
Q04671,Q15477,P43246,P12004,O15178,P52701,P28074
Q04671,P43246,P12004,O15178,P40692,P54278
Q04671,P43246,O15178,P40692,P54278,P28074
P27695,Q99966,Q16665,P40763
Q92793,Q0EFA5,Q14653
P12004,O15178,P24385,P24941,P38936
P11802,P12004,O15178,P24385,P38936
Q04671,O15178,P38936,P12004
P78527,Q04671,Q15477,Q0EFA5,P13010,P12956,P19526,Q99436,O15178,P28074
Q04671,Q15477,Q0EFA5,P13010,P12956,P19526,Q99436,O15178,P28074
Q04671,P43243,Q0EFA5,P19526,O15178,P23246,Q15233
P49917,Q09666,Q13426
Q04671,Q0EFA5,Q99436,O15178,P49917,P28074,Q13426
Q04671,Q96T60,P49917,P28074,Q13426
P49917,O95347,Q9NTJ3
Q04671,Q9H9Q4,Q0EFA5,Q99436,O15178,P49917,P28074,Q13426
P78527,Q04671,Q0EFA5,Q96SD1,Q99436,P28074
P49916,P06746,P28074,O15178,Q96T60,P18887
Q04671,P49916,P18887,O15178,P28074
Q04671,Q15477,Q0EFA5,P43246,P07992,Q99436,Q92889,P28074
Q04671,P43246,O15178,P52701,P40692,P54278,P28074
Q04671,P54277,P43246,P52701,P40692
Q04671,O15178,P40692,P54278,P28074
P54277,Q04671,P40692
Q9BSL1,Q5XPI4
Q13616,Q9UKT8,P63208
Q04671,P62877,Q15477,Q0EFA5,Q13619,O15178,Q16531
Q04671,Q0EFA5,P53597,P19526,Q96I99
Q04671,Q0EFA5,P53597,P19526,Q9P2R7
Q04671,P33402,Q02153
Q04671,Q02108,Q02153
Q04671,P54278,P40692,Q9UQ84
P49354,P49356,Q04671,Q99436
Q14118,P56539,Q0EFA5
Q04671,Q15477,P12004,P40692,Q9UQ84,P28074
O15457,O43196,Q13227
Q04671,Q16820,Q16819,P28074
O96007,O96033
Q04671,Q15477,Q8NEB9,Q0EFA5,Q99570
Q9UNE7,P0DMV8,P29475
P38398,Q92878,P19526,P52701,P28074
Q8N3R9,P82279,Q8NI35
Q8N3R9,P82279,Q96JB8
Q04671,Q92542,Q9NZ42,Q8WW43,O15178,P49810
Q04671,Q92542,Q9NZ42,O15178,Q96BI3,P49810
P13674,P07237,Q04671
Q7Z4N8,P07237
Q0EFA5,Q16594,Q92830,Q99436,O15178,P28072,O75486
Q04671,Q0EFA5,P52655,P52657,P19526,O15178
Q16514,Q04671,Q0EFA5,P19526,O15178,P28072,O00268
P34925,P04628,Q15477
Q15477,P34925,P56704
Q15477,P34925,O14640
P13861,Q08209,P24588
Q04671,P17612,Q08499,Q02952
P31323,Q99417,Q92667
P12830,P35222,P98161
P12830,Q14254,P35222,P98161
Q13507,Q9UBN4,O15178,Q0EFA5
Q04671,P07992,Q92889,P23025,P28074
Q04671,Q15477,O00566,Q0EFA5,Q96G21,P19526,O15178,Q9NV31
P48995,O15178,Q9HCX4,Q13507
P35858,P17936,P05019
Q8IVI9,Q03135,P29474
Q0EFA5,P01574,P17181,O15178,P48551
P61586,P48995,Q14643
P48995,Q14573,Q03135,P29992
Q9BX84,Q0EFA5,Q96QT4
Q04671,Q0EFA5,P19526,O15178,Q09472,O14497,Q92793
P41279,Q8NFZ5,P19838
Q14192,P04637,Q9H2X6
Q8N608,Q9NZV8
Q04671,Q99595,O43615,P19526,O15178,O14925
Q04671,Q15477,Q9H7Z6,Q8N5Y2,Q9HCI7,Q7Z3B3
Q04671,Q15477,P0CG13,Q0EFA5,Q9BVC3,Q8WVB6
Q04671,Q15477,P0CG13,Q0EFA5,Q9BVC3,P40938,Q8WVB6
Q02410,Q9NUP9,O14936
Q92878,P19526,O15178,Q15554,P49959,O60934,P28074
Q13617,P40337,P19526,Q15370,Q15369
O15178,P62072,Q9Y5J7
Q04671,Q0EFA5,Q99436,O60341,Q9UKL0,P19526,P28074
Q92878,O60934,Q9Y4A5,P49959
P54132,P62380
Q14008,O14965,O75410
Q04671,O15228,O00116
O95807,Q96S59
Q96KQ4,Q07666
Q04671,Q0EFA5,P19526,O60341,Q9UKL0,Q99436,Q13547
Q03933,Q00613
Q9UBQ0,Q15477,Q0EFA5,O75436,Q96QK1,O15178
O00470,P31269,P40425,P19526
Q04671,P07550,Q12791,P24588
Q04671,P07550,Q12791
Q04671,Q15477,Q9BRX5,Q9Y248,O15178,Q9BRT9,Q14691
P43487,P49961
Q04671,P15311,Q0EFA5,P19526,O15178,O14745,P13569
P55771,P28360
Q04671,Q0EFA5,P07550,O14745,P13569
Q04671,Q0EFA5,P19526,Q9HCU9,Q4LE39
Q9BXJ9,P41227,P19526
Q9NZ43,Q6NUQ1,Q0EFA5,O43264
P60880,O14964,Q86Y82
P60880,Q0EFA5,Q86Y82,P28072,P63027
Q96ST3,P17947,Q13547
P17947,P20226
Q9UBU8,Q9Y605,P06400
Q04671,Q15477,Q9H7Z6,Q9UBU8,P19526,P28072,O15178
Q13616,Q5XUX0,P62877,P63208
Q0EFA5,P23763,P28072,Q12846,O00161
Q0EFA5,P63027,P28072,Q12846,O00161
Q0EFA5,P23763,P28072,P51809,Q12846
Q04671,Q0EFA5,P61326,P28072,Q9Y5S9,O15234,P38919,P28074
O75182,Q9Y618,Q0EFA5,P19526,Q92769,Q96ST3
P49715,Q9UBC0,P19526
Q9Y618,Q0EFA5,P19526,Q99436,Q13547,Q96ST3
Q04671,Q0EFA5,O43318,O15178,Q9Y4K3,P28074
Q0EFA5,P19526,Q13547,O15178,Q92769,Q96ST3,P51608
Q9Y618,O15379,P19526,O15178,O60907
P06396,Q86TP1
P49841,Q86TP1
P19526,P15531,Q86TP1
Q15287,Q04671,Q9UKV3,O00422,Q0EFA5
Q04671,Q15477,Q0EFA5,P61326,P19526,P28072,Q9Y5S9,P28074
Q9HBI1,O75923
P15531,Q13131
Q04671,Q0EFA5,P28072,O15234,P38919,P28074
Q15477,Q96J02,Q93008
P62495,Q0EFA5,P15170,Q92900,Q96Q15
Q15788,P08235,Q08209
Q92466,P19526,O15178,Q16531,P28074
P60880,Q16623,Q0EFA5,P63027,O14810
P60880,Q16623,Q0EFA5,Q6PUV4,P63027
O75558,Q0EFA5,P63027,P28072,O00161
O00161,P32856,Q0EFA5
O00161,P28072,Q12846,Q0EFA5
P62495,Q0EFA5,P15170,P19526
Q04671,Q0EFA5,P19526,Q92900,Q9HAU5,Q9H1J1,P28074
Q04671,Q0EFA5,Q9BZI7,Q92900,Q9HAU5,P28074
P61586,O14974,Q6WCQ1
P61586,Q04671,Q6WCQ1
O14974,Q6WCQ1
Q04671,Q15477,Q0EFA5,P62318,P54105,P62314,O14744
O00161,P28072,O43752,Q0EFA5
Q04671,Q15477,Q0EFA5,P54105,P14678,O14744
O15178,P35222,P33151,Q8TEW0
Q96D31,Q0EFA5,P48995,O15178,Q13586
Q04671,P33151,Q9NPB6
P33151,Q9NPB6,Q8TEW0
Q04671,Q15477,Q0EFA5,P62318,P54105,P62314
Q04671,Q15477,Q0EFA5,P54105,O14744
Q5TKA1,P10244,O15178
P07288,P05154,P13521
Q68EM7,Q8TEW0,P41743
O15178,P26358,P12004,Q96KQ7
P26358,Q0EFA5,P19526,O15178,Q96KQ7
O95721,P28072,Q0EFA5,Q16623
O43752,Q0EFA5,Q9BV40,P28072,Q15836,O75379
Q0EFA5,O14662,O15178,P28072,Q15836,O75379
O43752,Q0EFA5,P28072,Q15836,Q96AJ9
P13861,P31323,P08588,P24588
P24863,Q9ULK4,P49336,O43513
Q9ULK4,P49336,P24863
P49336,P24863
Q04671,Q9ULK4,Q0EFA5,P19526,Q99436,O15178,O60244,O75586
P07949,Q92529,Q0EFA5
Q04671,Q92529,Q0EFA5,Q13480
Q04671,P23352,P11362
O00161,Q0EFA5,Q16623,P28072
Q9BXF3,P28370,Q0EFA5,P19526
Q04671,Q8N3R9,Q8TEW0,Q9NPB6
Q04671,Q96T23,Q0EFA5,O60264
Q04671,Q96T23,P28370,Q0EFA5
Q04671,Q0EFA5,P19526,O60264,Q9NRL2
Q14160,Q6P1M3
Q14160,Q9ULK5
Q14160,Q14155,Q9Y2X7
P25054,Q14160
Q08945,Q8TD19,Q9Y5B9
Q04671,Q0EFA5,Q9Y5B9,P19526,Q08945
Q9P253,Q9H270,O15400,Q0EFA5
Q0EFA5,Q9H269,O15178,Q9H270,Q9P253
O15178,Q9UBU7,O00311
Q04671,Q9BYG5,Q6P1M3,P41743
Q04671,Q9BYG5,Q8TEW0,P41743
Q15334,Q9BYG5,Q04671,P41743
P38398,Q92878,P19526,O15178,P49959,O60934,P28074
O60870,P27694,P12004
Q15185,O75340,P22626
O14656,O15178,O14657
Q04671,Q0EFA5,P51946,P19526,O15178,P50613,P28074
Q04671,P51946,P19526,O15178,P51948,P50613
P41235,P53999
Q04671,P18074,P51946,P19526,O15178,P51948,P50613
Q13416,Q9UBD5,O43929,P19526
O43913,Q9UBD5,P19526,Q13416,O43929
O15178,Q15004,P12004
Q9UK53,Q15004
Q07157,P60709,Q9Y4J8
Q15788,Q9HD15
Q04671,O95149,O14980,P62826
Q13616,P62877,P63208,Q13309
Q04671,P62877,Q9UKB1,Q0EFA5,P63208,Q13616
P03372,P20749,Q04206,Q9Y6Q9
Q9UBW7,P29590,Q0EFA5,P19526
P63165,Q9UBW7,Q0EFA5,P19526
Q15834,Q96EZ8
O15178,Q13596,Q9UNH7,Q0EFA5
Q9NZS9,Q14790,P10415
Q7Z6J2,O43739
P80217,Q13287,Q0EFA5
Q04671,P06239,Q0EFA5,P19526,Q99436,P01732
Q9BZZ5,P09038
O15178,O60749,Q13596,Q0EFA5
P08F94,Q13563,Q04671
Q04671,Q15477,Q0EFA5,Q99436,P19526,O15178,P50750,O60563
Q04671,Q15477,Q0EFA5,Q99436,P19526,O15178,P50750,O60583
Q04671,Q0EFA5,O75909,O15178,P50750
Q9NQS7,O60447,Q96GD4,O15392
Q13791,P04156
O14910,Q9NZW5
Q15276,O43747
P48357,Q13596,Q0EFA5
Q04671,Q15477,P13010,P12956,P12004,P28074
Q13596,P06213
P00533,Q13596,P19526
P09619,Q13596
P49643,Q04671,P49642,Q0EFA5,P09884,O15178,Q14181
P02786,Q13596
Q04671,O15392,Q96GD4,O15178,O14980
Q04671,O15178,O14980,O15392
Q9NQS7,Q04671,O15392,Q96GD4,P19526,Q53HL2,Q99436
Q9NQS7,Q04671,O15392,P19526,Q53HL2,Q99436
O95747,Q15477,Q0EFA5,Q9H4A3
Q9UEW8,Q0EFA5,Q9H4A3
O75146,Q14247
P30153,P35250
P30153,P35249
Q92769,O15178,Q13535,P19526
Q92769,Q13535,Q14839
Q04671,Q15477,Q0EFA5,P33240,Q12996,Q05048
P17844,P09012,P23246,Q15233
Q0EFA5,P19526,O15178,Q9UK53,Q09472
Q0EFA5,P19526,Q13547,O15178,Q9UK53
O15178,Q09472,P12004,Q9UK53
Q04671,O15178,Q9UK53,P12004
Q5VTR2,P51965,O75150
Q6PGP7,Q15477,Q9GZS3,P19526
Q0EFA5,P28072,Q12846,O00161,Q15836
Q04671,Q15477,Q0EFA5,P52298,P19526,Q99436,O15178,Q09161
Q15477,Q0EFA5,Q9Y265,O96019,P19526,Q99436,P28072,O15178,Q9Y230
Q09161,Q9H814,Q0EFA5,P52298
Q15477,Q0EFA5,O96019,P19526,P28072,O15178,Q9Y4A5
Q0EFA5,Q15910,P19526,O75530,P28072,Q96EB6
Q04671,P00533,O00443,P04626,O00750
Q96H20,Q0EFA5,Q9BRG1,P19526,O15178,Q86VN1
Q96P71,Q09161
Q0EFA5,P19526,A5D8V6,Q9UK41,Q99816
Q04671,Q6P2Q9,Q8IYB3,Q15477,Q0EFA5,Q99436,O15178,P28074
Q04671,Q15477,Q0EFA5,O43502,O15178,O43542,P28074
Q9BSI4,Q0EFA5,Q96AP0,O15178,Q15554,Q9NUX5,P28074
Q9BSI4,Q0EFA5,Q96AP0,P54274,O15178,Q9NUX5,P28074
Q04671,Q9BSI4,P54274,O15178,O95271
Q04671,Q9NYB0,Q0EFA5,O15178,Q15554,P28074
Q9BSI4,Q9NYB0,Q0EFA5,O15178,Q15554,Q9NUX5,P28074
Q04671,P62877,Q0EFA5,P63208,Q13616,Q969H0
Q04671,Q14191,Q0EFA5,P19526,O15178,Q15554,P28074
Q04671,Q15477,P19526,P54132,Q15554,O15178,P28074
O15178,Q9H2K2,P54274,O95271
Q04671,Q15477,Q0EFA5,P13010,P12956,P19526,O15178,Q15554
P52655,Q15554,P52657
P35226,Q13618,O43791
Q13618,O43791,O75367
Q13127,Q0EFA5,P19526,Q9UKL0,Q96ST3
Q04671,Q0EFA5,P19526,Q99436,Q9UKL0,Q92769
Q13618,O43791,Q9UER7
Q04671,Q9NY27,Q0EFA5,P60510,O15178
P19526,O15178,O14727,P99999,P28074
Q0EFA5,P06400,P19526,O15178,Q01094
Q9HB71,Q8IUQ4,P63208,O60907
Q92990,P62877,P63208,Q8N3Y1
Q09028,Q13111,Q13112,P19526
Q13616,P62877,P63208,Q86XK2
Q04671,Q0EFA5,P31943,P19526,Q99436,O15178,P52597
Q0EFA5,P26599,Q9UKA9,P31943,P19526,P52597
O94829,P61326,Q9Y5S9
Q04671,Q99436,O15178,Q8IU60,Q9NPI6,P28074
P45985,P32121,Q99683
P53779,P45985,P32121
Q7Z6J0,Q16584
O60894,Q16602
Q13526,Q14103
P17544,Q16514
Q04671,Q0EFA5,Q92831,P19526,O15178,O43524
Q0EFA5,P57740,O15178,Q12769,P52948,Q8WUM0
O75694,Q0EFA5,O15178,Q53GS7,O15504
Q6IE81,O95251,Q9HAF1,Q9UNL4
Q15650,Q8N9N2,Q8N3C0,Q9H1I8
P16278,P10619,Q99519,P34059
Q96EB1,Q9H9T3,Q6IA86,O95163
P26651,Q9HCK5
P26651,Q9UKV8,P28074
Q04671,Q9UBL3,Q15477,Q0EFA5,P61964,P19526,Q15291,O14686
O14910,Q12959,O14936
Q04671,Q15477,Q0EFA5,Q14566,O15178,P49736,P33993
Q9HC52,Q03111,P51825
Q92769,P19526,Q0EFA5,O60264
P35226,Q04671,Q0EFA5,Q06587,Q99496,P19526,P28072,Q8IXK0
Q15329,P19526,O15178,Q14186,Q08999
P26358,P06400,Q0EFA5,Q13547,O15178,Q01094
Q9NPF5,P26358,Q9UER7,P19526
Q9NPF5,P26358,P49758
P41182,Q13105
P24394,O15178,Q0EFA5,P05112
Q0EFA5,P31785,P05112,P24394,O15178
Q04671,Q0EFA5,P40189,Q05655,P40763
Q9UBE8,P40763,O43318
Q09472,Q0EFA5,Q15797,P40763
P63244,P59768,P04049
Q04671,Q15477,Q0EFA5,O15178,P28072,P67775,P30153
Q04671,O15178,Q06190,P67775,P30153
O94829,P47813,P62826
Q9UBU9,O14787,P62826
P43487,Q14974,P62826,P28074
Q9H9Y6,Q13287,Q9NYV6
Q04671,Q9H9Y6,Q9NYV6,Q99436,O15178
Q13287,Q9NYV6
P78527,P13010,P12956,Q00341
Q04671,P62873,Q0EFA5,P19526,O15178,P63092,P59768
P10911,P62873,P59768
P62873,P59768,Q06187
P62873,O00555,P59768
Q03431,P62873,Q04671,P59768
P62873,P59768,Q9UQL6
P62873,P56524,P59768
Q00534,Q04671,P11802,Q0EFA5,O15178,P24385
Q04671,P11802,Q0EFA5,P19526,O15178,P24385,P38936
P30279,P11802,P42771,Q0EFA5
Q0EFA5,P46527,O15178,P24941,P24864
P20248,P19526,O15178,P28749,Q16254
O15127,O15126
P42684,Q13671,P01112
P01871,P12018,P15814
Q0EFA5,P60568,O15178,P14784,P01589
Q8IUC6,Q0EFA5,Q86XR7,O15178,O00206
Q04671,Q15477,Q0EFA5,Q15428,Q12874,P19526,Q99436,O15178,Q15459,P28074
Q04671,Q15477,P62306,Q0EFA5,P62304,P62308,P28072,O15178,P19526,Q99436,P28074
P60510,Q9UHI6,Q9NY27,P57678
P11387,Q0EFA5,P23246,Q15233
P24928,Q16630,O43809,Q96J02
P26718,Q29980,Q9UBK5
P26718,Q9BZM4,Q9UBK5
P26718,Q29983,Q9UBK5
P26718,Q9UBK5,Q9BZM5
Q9HAU4,Q0EFA5,P36897,O15178,O15105,P37173
P36897,P37173,Q0EFA5,Q9NPB6
Q0EFA5,P36897,O15178,O15105,Q9HCE7
Q9HAU4,Q9Y3C5,O95630
P16389,P78357,Q09470,Q9NQC3
Q96FE5,P08138,Q9BZR6
P08138,Q99523
P08138,P01138,Q99523
Q04671,P13612,P49023,Q9Y2X7
Q9Y6R4,Q155Q3,O15169
Q04671,O15178,Q9Y6D9,Q13257
P15884,P05412,P35222
Q14511,P12830,P84022,Q9UM13
Q15796,P84022,P29590,O95405
P36897,P84022,Q0EFA5,O15169
Q09472,P84022,Q9Y6X2,Q0EFA5
P12830,P38570,P26010
P25054,P46940
P25054,P30622,P46940
Q04671,Q0EFA5,O43684,Q99436,O15178,O43683
Q9H9H4,Q0EFA5,P19526,Q9UK41,Q99816
P11831,P19419,P28324
Q04671,Q0EFA5,Q9BVC4,P42345,O15178,Q6R327
P25054,P78352
Q13563,Q6VY07
P51955,Q8NG66
O43187,O15178,P51617
O15178,Q9Y616,P51617,Q0EFA5
P12644,Q9GZX9
P12644,P21810
O00264,Q12770
P42701,P29459,P29460
Q99665,P42701,P29460
Q99665,P29459,P29460
Q99665,P42701,P29459,P29460
O15178,Q99665,O60674,Q0EFA5
P85298,Q12982
Q04671,Q0EFA5,Q9UDY8,O95999,O15178
Q13158,Q9UDY8,O95999,O15178,Q14790
Q9Y4K3,O15178,P12931,Q9Y6Q6
Q16584,Q9NY11
Q01201,Q00653,P19838,Q04206
O15111,O15178,Q99558,O14920
Q04671,Q0EFA5,O14920,O15111,P19526,O15178
O15178,Q99558,O14920
P08238,P07900,Q16584,Q16543
O15111,Q9Y6K9,Q8IUD2,O14920
P03372,O15111,Q9Y6Q9
P25788,P25686,P11142
Q13163,Q13501,P41743
P19526,Q00613,P62258
Q16534,P27540
P08962,P11215,P05107,Q0EFA5
P31749,O15178,P67809,Q0EFA5
P31749,Q9UKG1,Q0EFA5,P10275
Q04671,Q0EFA5,P10275,P19526,O60341,O15178
Q8TBC4,Q13564,Q0EFA5
P49427,P62877,Q0EFA5,Q13616
O15178,O14757,Q13619
Q9H211,P62877,Q0EFA5,Q13619,Q16531
Q13616,P62877,P63208,Q8NFZ0
Q13616,P62877,P63208,Q86WB0
Q15477,Q99638,P18858,O60921,O60671
Q15477,P39748,Q99638,O60921,O60671
Q15477,Q99638,P06746,O60921,O60671
Q04671,P35249,Q0EFA5,P19526,P40937,O15178,P40938,P35250
Q13416,Q99741,Q04671,Q9UJA3
O43913,P19526,Q04671,Q13415
P38398,Q99741,O75496,Q13415
P24928,Q99728,P38398,P19526
Q99708,Q86U70,P61968,P38398
Q99708,P61968,P38398
Q92878,Q14676,P19526,O15178,P49959,O60934,P28074
Q04671,Q15477,P07992,P43351,O15178,Q92889,P28074
Q15477,Q0EFA5,P54132,O15178,Q13472,P28074
O15178,P43246,P52701,Q05513
P54132,P28074,O43543,O75771
Q9UIS9,Q13111,Q15047
P08047,Q5U623
Q6VMQ6,Q9UIS9,Q15047
P61006,Q0EFA5,Q96CV9,P42858
P0DP23,P21980,P42858
P21980,P42858
P29279,P60709,P63261
Q04671,P60709,P23528,Q01518
P62834,O15178,Q7Z5R6,Q0EFA5
P62760,P43681,P17787
Q04671,P53805,P16298,Q08209
Q9Y3R0,P42262,Q9NRD5
Q9Y6W5,Q15477,Q0EFA5,Q8IZP0
Q15477,O00401,Q0EFA5,Q8IZP0
O14617,P59780
O14617,Q92572
