Protein Complex,Bile,Bladder,Bone,Brain,breast,cervical,colorectal,esophagel,Galbladder,Gastric,head,Kidney,Leukemia,liver,lung,lymphoma,Myeloma,Neuroblastoma,Non-cancerous,ovarian,pancreatic,prostate,Rhabdoid,Sarcoma,skin,testis,thyroid,Uncategorized,Uterine
"['O14497', 'O94805', 'P51531', 'P60709', 'Q12824', 'Q6STE5', 'Q8TAQ2', 'Q92784', 'Q92922', 'Q92925', 'Q969G3', 'Q96GM5']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O96019', 'P51532', 'P60709', 'Q15532', 'Q4VC05', 'Q8WUZ0', 'Q92922', 'Q96GM5', 'Q9BQE9', 'Q9H8M2', 'Q9NZM4']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"['P35249', 'P35250', 'P35251', 'P40937', 'P40938']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['A0A5B9', 'P01848', 'P04234', 'P07766', 'P09693', 'P20963']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P61201', 'Q13098', 'Q7L5N1', 'Q92905', 'Q99627', 'Q9BT78', 'Q9H9Q2', 'Q9UNS2']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O94805', 'P51532', 'P60709', 'Q12824', 'Q8NFD5', 'Q8TAQ2', 'Q92925', 'Q969G3']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O60293', 'P42285', 'Q5T8P6', 'Q86U42', 'Q8IXZ2']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O14497', 'O94805', 'P51531', 'P60709', 'Q12824', 'Q8TAQ2', 'Q92925', 'Q969G3']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P40337', 'P62877', 'Q13617', 'Q15369', 'Q15370']",0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0
"['P67870', 'P68400', 'Q86SE9', 'Q8N488', 'Q8WXX7', 'Q99496']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['Q12768', 'Q2M389', 'Q9NQA3', 'Q9Y3C0', 'Q9Y4E1']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O60674', 'P01579', 'P15260', 'P23458', 'P38484']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['Q5TA45', 'Q68E01', 'Q6P9B9', 'Q75QN2', 'Q8N201', 'Q96CB8', 'Q96HW7', 'Q96SY0', 'Q9H0H0', 'Q9NV88', 'Q9NVH2', 'Q9NVM9', 'Q9NVR2', 'Q9UL03']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['Q08999', 'Q09028', 'Q14186', 'Q14188', 'Q15329', 'Q16254', 'Q52LA3', 'Q5TKA1', 'Q6MZP7', 'Q96GY3']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P01024', 'P01024', 'P05156', 'P05156', 'P08603']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P17181', 'P23458', 'P29597', 'P32881', 'P48551']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P38398', 'P46736', 'Q6UWZ7', 'Q96RL1', 'Q99728', 'Q9NWV8', 'Q9NXR7']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O75530', 'Q15022', 'Q16576', 'Q92800', 'Q96JN0', 'Q9Y483']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O14497', 'O94805', 'P51532', 'P60709', 'Q12824', 'Q6STE5', 'Q8TAQ2', 'Q92784', 'Q92922', 'Q92925', 'Q969G3', 'Q96GM5']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P01024', 'P01024', 'P06681', 'P0C0L4', 'P0C0L4', 'P0C0L4']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P28749', 'Q09028', 'Q14186', 'Q14188', 'Q15329', 'Q16254', 'Q52LA3', 'Q5TKA1', 'Q6MZP7', 'Q96GY3']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O43617', 'O75865', 'P0DI81', 'Q7Z392', 'Q8IUR0', 'Q8WVT3', 'Q9UL33', 'Q9Y296', 'Q9Y2L5', 'Q9Y5R8']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O94805', 'P51532', 'P60709', 'Q12824', 'Q68CP9', 'Q86U86', 'Q8TAQ2', 'Q8WUB8', 'Q92922', 'Q92925', 'Q969G3', 'Q96GM5', 'Q9NPI1']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P11532', 'Q13326', 'Q13424', 'Q13884', 'Q14118', 'Q14118', 'Q14714', 'Q16585', 'Q16586', 'Q92629', 'Q9Y4J8']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O75530', 'Q09028', 'Q15022', 'Q5T6S3', 'Q92800', 'Q96JN0']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O96019', 'P51531', 'P60709', 'Q12824', 'Q6STE5', 'Q8NFD5', 'Q8TAQ2', 'Q8WUB8', 'Q92922', 'Q969G3', 'Q96GM5']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O95825', 'Q6ZMI0', 'Q8NB37', 'Q8TEA7', 'Q9NQ89']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P63208', 'Q6W2J9', 'Q8IY57', 'Q8NHM5', 'Q99496', 'Q9BSM1']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O00268', 'P20226', 'P21675', 'P49848', 'Q12962', 'Q15542', 'Q15543', 'Q15544', 'Q15545', 'Q16514', 'Q16594', 'Q5VWG9', 'Q6P1X5', 'Q7Z7C8']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P01569', 'P17181', 'P23458', 'P29597', 'P48551']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O75394', 'P09001', 'P49406', 'P52815', 'Q13084', 'Q13405', 'Q14197', 'Q16540', 'Q4U2R6', 'Q5T653', 'Q6P161', 'Q6P1L8', 'Q7Z2W9', 'Q7Z7F7', 'Q7Z7H8', 'Q86TS9', 'Q8IXM3', 'Q8N5N7', 'Q8N983', 'Q8TAE8', 'Q8TCC3', 'Q96A35', 'Q96DV4', 'Q96EL3', 'Q96GC5', 'Q9BQ48', 'Q9BQC6', 'Q9BRJ2', 'Q9BYC8', 'Q9BYC9', 'Q9BYD1', 'Q9BYD2', 'Q9BYD3', 'Q9BYD6', 'Q9BZE1', 'Q9H0U6', 'Q9H2W6', 'Q9H9J2', 'Q9HD33', 'Q9NP92', 'Q9NQ50', 'Q9NRX2', 'Q9NVS2', 'Q9NWU5', 'Q9NX20', 'Q9NYK5', 'Q9NZE8', 'Q9P015', 'Q9P0J6', 'Q9P0M9', 'Q9Y3B7', 'Q9Y6G3']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O43257', 'O95619', 'O96019', 'Q15906', 'Q6ZRS2', 'Q9GZN1', 'Q9NPF5', 'Q9Y230', 'Q9Y265']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O94855', 'O94979', 'O95486', 'O95487', 'P53992', 'P55735', 'Q9NQW1', 'Q9NR31', 'Q9Y6B6']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['Q01780', 'Q06265', 'Q13868', 'Q15024', 'Q5RKV6', 'Q96B26', 'Q9NPD3', 'Q9NQT4', 'Q9NQT5', 'Q9Y2L1', 'Q9Y3B2']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P26196', 'Q6P2E9', 'Q8IU60', 'Q8IZD4', 'Q8IZH2', 'Q96F86']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O14497', 'O96019', 'P51532', 'P60709', 'Q12824', 'Q6STE5', 'Q8TAQ2', 'Q92922', 'Q92925', 'Q969G3', 'Q96GM5']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['Q8IX21', 'Q8IY18', 'Q8N140', 'Q8WV22', 'Q96MF7', 'Q96MG7', 'Q96SB8', 'Q9BQI6']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P00736', 'P00736', 'P02745', 'P02746', 'P02747', 'P09871', 'P09871']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O15047', 'P51610', 'P61964', 'Q15291', 'Q6UXN9', 'Q9C005', 'Q9P0U4', 'Q9UBL3', 'Q9Y5Z7']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O94776', 'O95983', 'Q09028', 'Q12873', 'Q13330', 'Q13547', 'Q14839', 'Q16576', 'Q86YP4', 'Q8WXI9', 'Q92769', 'Q9BTC8']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P17987', 'P40227', 'P48643', 'P49368', 'P50990', 'P50991', 'P78371', 'Q99832']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P05386', 'P05387', 'P05388', 'P18077', 'P18124', 'P18621', 'P26373', 'P27635', 'P30050', 'P32969', 'P35268', 'P36578', 'P39023', 'P40429', 'P42766', 'P46776', 'P46777', 'P46778', 'P46779', 'P47914', 'P49207', 'P50914', 'P61254', 'P61313', 'P61353', 'P61513', 'P61927', 'P62424', 'P62750', 'P62829', 'P62888', 'P62891', 'P62899', 'P62906', 'P62910', 'P62913', 'P62917', 'P62945', 'P62987', 'P63173', 'P83731', 'P83881', 'P84098', 'Q02543', 'Q02878', 'Q07020', 'Q6P5R6', 'Q969Q0', 'Q9UNX3', 'Q9Y3U8']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O15144', 'O15145', 'P59998', 'P61160', 'Q92747', 'Q9BPX5', 'Q9P1U1']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P01574', 'P17181', 'P23458', 'P29597', 'P48551']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P67870', 'P68400', 'Q86SE9', 'Q8IY57', 'Q8WXX7', 'Q99496']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['A5PLN9', 'O43617', 'P0DI81', 'P48553', 'Q86SZ2', 'Q8IUR0', 'Q96Q05', 'Q9UL33', 'Q9Y296', 'Q9Y5R8']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['K9M1U5', 'P23458', 'P29597', 'Q08334', 'Q8IU57']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P62877', 'P63208', 'Q13616', 'Q14999', 'Q8N3Y1']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O75947', 'O75964', 'P00846', 'P03928', 'P05496', 'P06576', 'P18859', 'P24539', 'P25705', 'P30049', 'P36542', 'P48047', 'P48201', 'P56134', 'P56378', 'P56381', 'P56385', 'Q06055', 'Q5VTU8', 'Q7Z4Y8', 'Q96IX5']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['Q7Z6J9', 'Q8NCE0', 'Q8WW01', 'Q92989', 'Q9BSV6']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P19784', 'P67870', 'Q06587', 'Q86SE9', 'Q8N488', 'Q8WXX7']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['A5D8V7', 'Q5T2S8', 'Q96M63', 'Q96NG3', 'Q9HAE3']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O43402', 'Q15006', 'Q5J8M3', 'Q5UCC4', 'Q8N4V1', 'Q8N766', 'Q9BV81', 'Q9NPA0', 'Q9P0I2']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O00255', 'P51610', 'P61964', 'Q03164', 'Q15291', 'Q9C005', 'Q9UBL3', 'Q9Y5Z7']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P46939', 'Q13326', 'Q13424', 'Q13884', 'Q14118', 'Q14118', 'Q14714', 'Q16585', 'Q16586', 'Q92629', 'Q9Y4J8']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O43189', 'O75530', 'Q09028', 'Q15022', 'Q92800', 'Q96JN0']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P62877', 'Q13619', 'Q16531', 'Q66K64', 'Q9BW61']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O94927', 'Q68CZ6', 'Q7Z4H7', 'Q96CS2', 'Q99871', 'Q9BT25', 'Q9H6D7', 'Q9NVX0']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O43237', 'P63167', 'P63172', 'Q13409', 'Q14204', 'Q9NP97']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O75478', 'O75528', 'P61964', 'Q01658', 'Q8IYH5', 'Q92830', 'Q96ES7', 'Q9H8E8', 'Q9NS73', 'Q9ULM3']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P04839', 'P13498', 'P14598', 'P15153', 'P19878', 'Q15080']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['Q01780', 'Q06265', 'Q13868', 'Q15024', 'Q5RKV6', 'Q8TF46', 'Q96B26', 'Q9NPD3', 'Q9NQT4', 'Q9NQT5', 'Q9Y3B2']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O75530', 'Q15022', 'Q16576', 'Q6ZN18', 'Q92800', 'Q92833']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O75817', 'O75818', 'O95059', 'O95707', 'P78345', 'P78346', 'Q969H6', 'Q99575', 'Q9BUL9', 'Q9H633']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O75152', 'P82979', 'P84090', 'Q13769', 'Q13838', 'Q53F19', 'Q6I9Y2', 'Q86V81', 'Q86W42', 'Q8NI27', 'Q96FV9', 'Q96J01', 'Q96QD9', 'Q9BY77', 'Q9P127', 'Q9Y3Y2']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O75530', 'Q15022', 'Q15910', 'Q16576', 'Q96JN0', 'Q9Y483']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O00483', 'P00395', 'P00403', 'P00414', 'P09669', 'P10176', 'P10606', 'P12074', 'P13073', 'P14406', 'P14854', 'P15954', 'P20674', 'P24311']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['A5PLN9', 'O43617', 'P0DI82', 'P48553', 'Q86SZ2', 'Q8IUR0', 'Q96Q05', 'Q9UL33', 'Q9Y296', 'Q9Y5R8']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P01570', 'P17181', 'P23458', 'P29597', 'P48551']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O95295', 'P78537', 'Q6QNY1', 'Q969J3', 'Q96B45', 'Q96FH0', 'Q96GS4', 'Q9BQD3']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O15144', 'O15145', 'P59998', 'P61158', 'P61160', 'Q92747', 'Q9BPX5']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P19784', 'P67870', 'P68400', 'Q86SE9', 'Q8IY57', 'Q8WXX7', 'Q99496']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O00330', 'P08559', 'P09622', 'P10515', 'P11177']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O60318', 'P41208', 'P60896', 'Q5JVF3', 'Q9NPA8']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O14802', 'O15160', 'O75575', 'P05423', 'P0DPB6', 'P19388', 'P52434', 'P53803', 'P61218', 'P62875', 'Q9BT43', 'Q9BUI4', 'Q9H1D9', 'Q9NVU0', 'Q9NW08', 'Q9Y2Y1', 'Q9Y535']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['A6NHQ4', 'O43189', 'O75530', 'Q09028', 'Q15022', 'Q92800']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P62877', 'Q13617', 'Q15369', 'Q15370', 'Q9C0D3']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P06746', 'P18887', 'P49916', 'Q7Z2E3', 'Q8IW19', 'Q96T60', 'Q9NUW8']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P01848', 'P01850', 'P04234', 'P07766', 'P09693', 'P20963']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O43324', 'P07814', 'P14868', 'P41252', 'P47897', 'P54136', 'P56192', 'Q12904', 'Q13155', 'Q15046', 'Q9P2J5']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P30260', 'P60006', 'Q13042', 'Q8NHZ8', 'Q96DE5', 'Q9BS18', 'Q9H1A4', 'Q9NYG5', 'Q9UJX2', 'Q9UJX3', 'Q9UJX4', 'Q9UJX5', 'Q9UJX6', 'Q9UM13']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P30260', 'P60006', 'Q13042', 'Q8NHZ8', 'Q96DE5', 'Q9BS18', 'Q9H1A4', 'Q9NYG5', 'Q9UJX2', 'Q9UJX3', 'Q9UJX4', 'Q9UJX5', 'Q9UJX6', 'Q9UM11', 'Q9UM13']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['Q7Z4L5', 'Q8NEZ3', 'Q96FT9', 'Q96RY7', 'Q9HBG6', 'Q9P2L0']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P23458', 'P29597', 'Q08334', 'Q8IU57', 'Q8IZJ0']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P01031', 'P01031', 'P02748', 'P07357', 'P07358', 'P07360', 'P10643', 'P13671']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P62877', 'Q13617', 'Q15369', 'Q15370', 'Q9Y2U9']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['P14678', 'P62304', 'P62306', 'P62308', 'P62314', 'P62316', 'P62318']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O43556', 'O60941', 'P11532', 'Q13424', 'Q14118', 'Q14118', 'Q96LD1', 'Q9NSN8']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O60941', 'P11532', 'Q13326', 'Q13424', 'Q13884', 'Q14118', 'Q14118', 'Q14714', 'Q16585', 'Q16586', 'Q92629']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['O96019', 'P0C1Z6', 'P25490', 'Q53TQ3', 'Q6P4R8', 'Q6PI98', 'Q8NBZ0', 'Q96EZ8', 'Q9C086', 'Q9H981', 'Q9H9F9', 'Q9ULG1', 'Q9Y230', 'Q9Y265', 'Q9Y5K5']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
